,Focal depths wrt exit plane (mm),,,,,,,,,,
100.5,0.246642383,0.08338781,0.17569538,0.112019527,0.051969216,0.039156188,0.062740386,1.27186659,6.135478163,11.42382263,12.86069074
101,0.247643584,0.081011689,0.169818757,0.110292873,0.051471106,0.036450647,0.066734592,1.218745155,6.001182658,11.26486468,12.70506602
101.5,0.245090277,0.078020251,0.162556212,0.107314893,0.050239925,0.034308751,0.07040468,1.16856189,5.869856727,11.10615168,12.54874622
102,0.239605533,0.074639704,0.154295521,0.10335867,0.04844898,0.032687919,0.0737504,1.121262141,5.742137029,10.94927193,12.39361731
102.5,0.232013008,0.071058105,0.145486383,0.098767705,0.046315386,0.031513395,0.076821515,1.076384553,5.617299702,10.7936081,12.23908935
103,0.223187574,0.067425144,0.136588322,0.093907406,0.044068019,0.030693389,0.079698779,1.033283032,5.493862592,10.63719902,12.08301956
103.5,0.213943276,0.063863543,0.128021422,0.089124127,0.041920641,0.030130368,0.08246659,0.991381385,5.370393817,10.4780037,11.92310426
104,0.204963367,0.060479873,0.120128325,0.084716816,0.040054229,0.029727255,0.085189906,0.950327534,5.246040786,10.31476484,11.7578247
104.5,0.196771267,0.057369547,0.113158157,0.080925017,0.038610496,0.029391702,0.087908821,0.910035752,5.120817609,10.14755387,11.58708279
105,0.189729553,0.05461467,0.107273317,0.077929784,0.037693763,0.029042122,0.09065327,0.870662578,4.995790042,9.978261078,11.41284753
105.5,0.18404489,0.052276343,0.10256486,0.075857342,0.037374425,0.028614863,0.093464029,0.832524921,4.873000017,9.810650603,11.2393092
106,0.179762218,0.050386652,0.099059843,0.074776015,0.037688106,0.02806872,0.096398469,0.795957262,4.754862895,9.649366847,11.07183556
106.5,0.176752079,0.048946118,0.096716176,0.074685911,0.038630353,0.02738382,0.099511207,0.761153151,4.643199948,9.498076974,10.91489331
107,0.174715176,0.047928688,0.09541596,0.075509652,0.040151694,0.026555895,0.102820798,0.728082345,4.538484892,9.357932989,10.77023538
107.5,0.173229816,0.04729291,0.094970633,0.077094033,0.042158771,0.025589519,0.10628533,0.69652867,4.439771818,9.22734035,10.6364978
108,0.171845402,0.04699586,0.095141427,0.079226327,0.044523469,0.024493175,0.109802632,0.666200589,4.345222016,9.10290393,10.51017031
108.5,0.170194282,0.047005047,0.095667605,0.08166052,0.047097161,0.023277471,0.113233616,0.636827035,4.252764255,8.980671194,10.3869133
109,0.168081528,0.047304928,0.09629322,0.084145676,0.049725714,0.021956719,0.116436044,0.608203513,4.160580146,8.857048565,10.26255866
109.5,0.165525927,0.047898449,0.096789947,0.086452105,0.052263293,0.020553197,0.119294967,0.580218935,4.067444342,8.729452999,10.13387648
110,0.162744695,0.048804903,0.096976181,0.088394277,0.054585743,0.019101238,0.121741414,0.552887054,3.97300538,8.596950431,9.999362598
110.5,0.16008985,0.050053363,0.096728948,0.089846723,0.056602653,0.017646877,0.123754991,0.526361897,3.877903201,8.460592017,9.859736116
111,0.157953996,0.051670489,0.095982865,0.09074813,0.058264747,0.016240741,0.125352728,0.500892215,3.783498466,8.322981428,9.717542106
111.5,0.156673419,0.053664652,0.09471665,0.091094112,0.059563551,0.014926598,0.12657307,0.47671601,3.691260441,8.187068966,9.57588434
112,0.15645355,0.05601005,0.092936741,0.090925103,0.060523525,0.013731111,0.12746613,0.453953276,3.602157402,8.054910414,9.43704935
112.5,0.157329423,0.058633517,0.090668213,0.090314465,0.061189351,0.012659175,0.128093028,0.432563002,3.51639876,7.927110806,9.301866444
113,0.159158016,0.061406146,0.087954205,0.089356045,0.061611075,0.011695796,0.128524993,0.412385345,3.43359338,7.803068391,9.169946049
113.5,0.161634428,0.064143226,0.084857795,0.088148157,0.061829788,0.010813374,0.128832078,0.393233796,3.353126336,7.681573808,9.040304539
114,0.164328927,0.066616349,0.081460337,0.08677598,0.061868561,0.009982142,0.129064185,0.374987107,3.274532052,7.56143188,8.911930571
114.5,0.166748701,0.068580576,0.077856136,0.08530136,0.06173394,0.009180577,0.129239178,0.357643476,3.197782186,7.442015431,8.784305419
115,0.168422884,0.069815385,0.074149416,0.08376659,0.061428623,0.008402513,0.1293497,0.341321132,3.123430847,7.323751998,8.657923561
115.5,0.168990723,0.070170019,0.07045608,0.08220897,0.060967859,0.007658618,0.129386627,0.326201495,3.052516585,7.208245765,8.534482492
116,0.168262716,0.069596255,0.06690402,0.080673837,0.060389421,0.006971797,0.129363729,0.312431208,2.986159358,7.097724182,8.416348641
116.5,0.166237749,0.068154887,0.063624039,0.079216921,0.059752622,0.006368529,0.129327575,0.300025874,2.925006239,6.993952636,8.305383058
117,0.163083537,0.065996259,0.060732691,0.077897796,0.05912898,0.005870199,0.129348189,0.288825656,2.868828401,6.897257576,8.201847684
117.5,0.159097928,0.063326916,0.058317385,0.076771423,0.058590034,0.00548811,0.129498353,0.278526673,2.816523244,6.806262338,8.104110259
118,0.154663833,0.060374567,0.056430794,0.075882171,0.058196765,0.005223133,0.129834049,0.26876645,2.766486564,6.718420849,8.009261409
118.5,0.150201013,0.057358771,0.055093465,0.075261047,0.057993438,0.005068468,0.130384908,0.259216547,2.717112129,6.630926955,7.914150104
119,0.14611577,0.054471074,0.054299436,0.074926425,0.058007033,0.005013475,0.131156657,0.249643791,2.667183143,6.541554397,7.816311989
119.5,0.142753599,0.051865193,0.054021178,0.074888626,0.058252089,0.005047346,0.132142074,0.239930613,2.616081211,6.449205602,7.714577321
120,0.140360617,0.049654945,0.054213649,0.075156067,0.0587379,0.005161962,0.133332182,0.23006791,2.563844381,6.35417227,7.609351574
120.5,0.139057158,0.047915481,0.054817855,0.075737818,0.059473294,0.005353286,0.134719202,0.220134097,2.511085477,6.258028323,7.502502962
121,0.138824737,0.046684551,0.055763499,0.076639285,0.060466128,0.005620957,0.136286727,0.210264318,2.458770644,6.163110121,7.396778967
121.5,0.139504965,0.04596299,0.056970761,0.077851834,0.061718753,0.005966291,0.137992398,0.200609963,2.407877917,6.071696409,7.294883155
122,0.14080882,0.045715477,0.05835279,0.079341346,0.063222946,0.006389336,0.139755944,0.191294332,2.359056789,5.985235085,7.198578731
122.5,0.142335238,0.045873393,0.059820197,0.081042414,0.064955954,0.006885678,0.1414635,0.182377061,2.312410166,5.903902865,7.108187332
123,0.143600094,0.046340931,0.061286415,0.082860983,0.066875889,0.007443473,0.142986737,0.173838847,2.267464042,5.826600235,7.022565737
123.5,0.144078983,0.047005881,0.062671507,0.084683291,0.068914581,0.008041389,0.144204618,0.165594766,2.223313646,5.751291445,6.939471899
124,0.143268284,0.047755957,0.063903679,0.086386441,0.070972139,0.008648829,0.145016721,0.157536564,2.17891196,5.675574955,6.856175076
124.5,0.140765747,0.048500123,0.06491972,0.087848304,0.072921265,0.009229834,0.14534656,0.149590964,2.133443679,5.597412744,6.770274203
125,0.136361194,0.049191094,0.065665826,0.088959368,0.074625182,0.009750413,0.145143278,0.141766169,2.086658272,5.515838484,6.680533931
125.5,0.130111149,0.049841657,0.066098754,0.089637903,0.075964187,0.010186863,0.144388323,0.134155594,2.03898892,5.431309068,6.587349881
126,0.122363354,0.05052806,0.066187326,0.089844775,0.076859699,0.010531539,0.143107936,0.126889818,1.991346317,5.345433515,6.492501039
126.5,0.113708765,0.051377727,0.065914115,0.089588515,0.077285574,0.010793451,0.141382703,0.120059997,1.944656498,5.260140456,6.398229309
127,0.104868766,0.052544161,0.065276648,0.088914671,0.077264406,0.010993264,0.139344695,0.113656988,1.899389297,5.176707929,6.306112206
127.5,0.096555724,0.054176487,0.064286508,0.087883577,0.076852325,0.011154494,0.137156072,0.107562893,1.855332413,5.095174937,6.216324101
128,0.089357918,0.056393181,0.062965469,0.086547378,0.076118018,0.011293931,0.134972249,0.101603525,1.811736582,5.014426886,6.127654716
128.5,0.083684683,0.059267555,0.06134042,0.084936011,0.075121861,0.011414461,0.132901975,0.095635791,1.767746107,4.932851658,6.038191487
129,0.079773786,0.062825635,0.059440266,0.08305591,0.073901716,0.011502644,0.130984473,0.089623222,1.722893241,4.849228549,5.946325041
129.5,0.077733732,0.067051973,0.057296529,0.080899083,0.072469858,0.01153218,0.129197485,0.083658666,1.677406547,4.763435806,5.851623565
130,0.077586105,0.071897812,0.054944409,0.078456231,0.070820205,0.011472651,0.127494181,0.077923233,1.632190663,4.676668767,5.75517983
130.5,0.079284055,0.077286389,0.052418343,0.075726157,0.068939776,0.01130065,0.125848441,0.072606321,1.588492507,4.591054612,5.659259105
131,0.08270016,0.083109931,0.049740972,0.072716699,0.066818075,0.011008334,0.12428127,0.067831423,1.54742923,4.508853098,5.566414976
131.5,0.087592809,0.089216373,0.046912696,0.069439252,0.064451292,0.010605145,0.122853348,0.063623279,1.509611576,4.43164629,5.478547283
132,0.093572692,0.095392293,0.043911094,0.065904793,0.06184212,0.010112924,0.121631345,0.059924029,1.475033503,4.359909512,5.396361048
132.5,0.100096453,0.101355342,0.040702535,0.062127621,0.059000187,0.009559133,0.120650809,0.056638449,1.443225457,4.293092307,5.319409329
133,0.106507867,0.106767147,0.037261958,0.058137338,0.055949004,0.008972758,0.119897868,0.053676324,1.413530135,4.23004502,5.246539791
133.5,0.112127707,0.111267932,0.033595634,0.053995108,0.052739255,0.008383563,0.119320133,0.050968415,1.385320472,4.169484177,5.176415717
134,0.11636845,0.114523834,0.029760611,0.049806575,0.049460419,0.007822412,0.118862442,0.048454651,1.358076339,4.11028767,5.107859936
134.5,0.118834263,0.116273273,0.025872,0.045722961,0.046241929,0.007320703,0.118509591,0.046062807,1.331359074,4.051624185,5.040009619
135,0.119371486,0.116360526,0.022091334,0.041925795,0.043240982,0.006908997,0.118312078,0.043700278,1.304786058,3.993022406,4.972402943
135.5,0.118058499,0.114751809,0.018597748,0.038599319,0.040620899,0.006616149,0.11837827,0.041270309,1.278079348,3.934458778,4.905075781
136,0.115151049,0.111535957,0.015552048,0.03590097,0.038527649,0.006469959,0.118833963,0.038706696,1.251176266,3.876443921,4.83864351
136.5,0.111010636,0.106915724,0.013066831,0.033940418,0.037072511,0.006499404,0.119768551,0.036006867,1.224325123,3.820013959,4.774299305
137,0.106037092,0.101190341,0.011193019,0.03277204,0.036325042,0.00673765,0.12119358,0.033241319,1.198071538,3.766557592,4.713634236
137.5,0.100615291,0.094725202,0.009924824,0.032398087,0.036313982,0.007223936,0.123032145,0.030530003,1.173102813,3.717467006,4.658256344
138,0.095076086,0.087905154,0.009215966,0.032775851,0.037029584,0.008001575,0.125142101,0.027996995,1.150008062,3.673711836,4.60929983
138.5,0.089670329,0.08107854,0.008995791,0.033822988,0.038421881,0.009109353,0.127361225,0.025727887,1.129071032,3.635514139,4.567024292
139,0.084557418,0.074510107,0.009177237,0.035419322,0.040394719,0.010565442,0.129553649,0.023749927,1.110212253,3.602308473,4.530739956
139.5,0.079812574,0.06836242,0.009656768,0.037407922,0.042800538,0.012346695,0.131637557,0.022039155,1.093102845,3.573020988,4.499123408
140,0.075454426,0.062714295,0.010313749,0.039601159,0.045443481,0.014371595,0.133585314,0.020544495,1.077372296,3.546519663,4.470754379
