,Focal depths wrt exit plane (mm),,,,,,,,,,,,
85.5,0.084250059,0.132605606,0.000848281,0.030875366,0.114667443,0.109479742,0.017285757,0.245821829,0.014507793,3.889861267,10.96942637,16.3581644,17.2598804
86,0.084169515,0.130425418,0.000784831,0.030183077,0.116771709,0.111853033,0.016750924,0.239457158,0.011028972,3.766835782,10.79712984,16.2341579,17.15944853
86.5,0.085572428,0.129622914,0.000724008,0.029111885,0.11876043,0.114153701,0.016350869,0.232764798,0.008668626,3.648006675,10.63074406,16.11617333,17.06469339
87,0.08797632,0.129865817,0.000701204,0.027546435,0.120290363,0.116063398,0.01600327,0.225449388,0.007142388,3.527464626,10.45795537,15.98948774,16.96034679
87.5,0.090712012,0.13065884,0.000748692,0.025465748,0.121033362,0.117264505,0.015628032,0.217324973,0.006216549,3.401190659,10.26920371,15.84179713,16.83351985
88,0.093032655,0.131461378,0.000898116,0.022947163,0.12074553,0.117504321,0.015164735,0.208380723,0.005719972,3.268440048,10.06101237,15.66757412,16.67823717
88.5,0.09427072,0.13182128,0.001184304,0.020144316,0.119324158,0.116652672,0.014588116,0.1988056,0.005539034,3.131957206,9.837220898,15.47013492,16.49768376
89,0.093998764,0.131486215,0.001642135,0.017245918,0.116830288,0.114731507,0.01391605,0.188954846,0.005608015,2.996888361,9.607481467,15.26034993,16.30295943
89.5,0.092131567,0.130454681,0.002296937,0.014430541,0.113467167,0.111904822,0.013206058,0.179261325,0.005901834,2.86883431,9.3835337,15.05232435,16.10865799
90,0.088928702,0.128951337,0.003156543,0.011833583,0.10952497,0.108435031,0.012540833,0.170121812,0.006432578,2.751864275,9.174849982,14.85795978,15.92727651
90.5,0.084903032,0.127342722,0.004211866,0.00953481,0.105315987,0.104625907,0.012008034,0.161798649,0.007247662,2.647254301,8.985495742,14.68275422,15.76482914
91,0.080677935,0.126027067,0.005445221,0.007564616,0.101122311,0.100770561,0.011681482,0.154369335,0.008425724,2.553317939,8.813223208,14.5243795,15.61931012
91.5,0.07684738,0.125332014,0.006839193,0.005920516,0.097165919,0.097114424,0.011608468,0.147736483,0.010065616,2.466237652,8.650881939,14.37418707,15.48214621
92,0.073878937,0.125442818,0.0083787,0.004584162,0.093600013,0.093836041,0.011804111,0.141688629,0.012264434,2.381522064,8.489378961,14.22081422,15.341806
92.5,0.072073041,0.12636996,0.01004413,0.003532271,0.090515484,0.091044683,0.012251572,0.135987979,0.015084049,2.295578751,8.321129824,14.05455549,15.18823998
93,0.071566911,0.127955989,0.01179954,0.00273995,0.087955769,0.088790615,0.01290755,0.13045388,0.018513661,2.206876693,8.142834492,13.8710586,15.0166731
93.5,0.072362045,0.129913705,0.013583305,0.002179569,0.085934029,0.087081965,0.013713688,0.125011723,0.022445296,2.116303477,7.956573694,13.67293735,14.8294141
94,0.074356851,0.131884038,0.015307949,0.001819914,0.084446877,0.085901844,0.014613409,0.119690753,0.02668174,2.026609439,7.768818758,13.46870557,14.63489493
94.5,0.077374784,0.133498689,0.016871925,0.001627931,0.083481723,0.085221564,0.015570112,0.114577526,0.030985592,1.941193206,7.587784442,13.26940197,14.44430652
95,0.081184347,0.134433486,0.018180145,0.001571179,0.083017884,0.0850086,0.016579451,0.109751633,0.035157134,1.862741252,7.420255002,13.08441224,14.26733094
95.5,0.085510761,0.134444445,0.019165328,0.001617498,0.083024542,0.085229815,0.017669435,0.105234522,0.039109774,1.792241534,7.269137011,12.91815615,14.1087126
96,0.090041691,0.133384816,0.019801525,0.001731234,0.083457982,0.085850395,0.018887436,0.100971304,0.04290843,1.728675389,7.132579937,12.76882715,13.9668692
96.5,0.094432028,0.131206965,0.02010504,0.001869585,0.084259103,0.086828581,0.02027936,0.096848201,0.046751158,1.669427635,7.004790583,12.62933763,13.83480917
97,0.098315583,0.127955734,0.020124199,0.001983674,0.085350965,0.088106982,0.021868762,0.092733073,0.050898224,1.611237933,6.878152198,12.49001347,13.70279183
97.5,0.101331428,0.123761769,0.019924756,0.00202603,0.086637091,0.089604296,0.023642974,0.088521133,0.055572265,1.551366694,6.745929868,12.34204856,13.56182012
98,0.103168465,0.118841697,0.019578768,0.001962202,0.088003517,0.091213061,0.025551002,0.084167238,0.060861874,1.488568332,6.604640571,12.1806395,13.40684301
98.5,0.103622997,0.113502314,0.019161286,0.001781804,0.089327124,0.092807736,0.027514799,0.079694303,0.066661671,1.42351144,6.455278435,12.00673154,13.23858825
99,0.102654671,0.108135745,0.018753786,0.001504035,0.090489058,0.094261154,0.029450794,0.075176922,0.072677518,1.358472535,6.30291368,11.82670494,13.06332338
99.5,0.100420418,0.103193116,0.018449586,0.001173999,0.091387443,0.095460805,0.031293533,0.070709452,0.078509879,1.296426941,6.154766339,11.65002973,12.89054028
100,0.097269122,0.099134839,0.018356067,0.000849158,0.091943303,0.096317122,0.033011329,0.066372561,0.083795343,1.239904222,6.017464942,11.48570179,12.72937778
100.5,0.093690348,0.096368897,0.018591053,0.000580316,0.092096461,0.096760573,0.034607011,0.062210644,0.088349274,1.190049653,5.89451533,11.33877064,12.58506627
101,0.090226808,0.095192922,0.019273808,0.000396404,0.091793611,0.096730834,0.036103061,0.058225428,0.09223997,1.146220387,5.784923834,11.20827197,12.45677215
101.5,0.08737567,0.095751412,0.020512615,0.00030293,0.090975647,0.096164438,0.037517376,0.054384939,0.095755068,1.106237742,5.68348464,11.0873629,12.33766839
102,0.085508779,0.098011601,0.022389868,0.000297429,0.089572783,0.094988591,0.038839506,0.05064323,0.099274837,1.067191722,5.582628002,10.9656519,12.21723906
102.5,0.084831597,0.101759252,0.024944677,0.000393535,0.08751325,0.093128027,0.040017237,0.046964457,0.103109472,1.026508799,5.475163851,10.83290283,12.08503911
103,0.085381865,0.106618958,0.028154749,0.000636425,0.084745386,0.090525789,0.040959588,0.043343857,0.107367154,0.982885323,5.356888333,10.68272262,11.93448848
103.5,0.087055741,0.112103153,0.031923578,0.001095467,0.081266354,0.087171767,0.041557021,0.039818639,0.111901878,0.936714848,5.228056145,10.51481569,11.76520489
104,0.089648299,0.117686092,0.036081267,0.001835536,0.077145309,0.083127622,0.041713564,0.036464725,0.116362311,0.889839807,5.093122898,10.33494261,11.58301356
104.5,0.092899391,0.122884084,0.040404185,0.002884134,0.072529394,0.078536083,0.041380385,0.0333798,0.120328008,0.844761682,4.958925513,10.15261151,11.39762273
105,0.096535068,0.127316554,0.044649524,0.004213929,0.067627915,0.073608317,0.040577872,0.030658272,0.123482158,0.803667653,4.832069111,9.9775118,11.21895921
105.5,0.100294276,0.130729805,0.048592633,0.005748854,0.062680002,0.068592359,0.039397044,0.028366665,0.125747634,0.767670251,4.716575253,9.816058758,11.05357981
106,0.103935987,0.132983722,0.05205348,0.007387353,0.057917973,0.063733972,0.037980259,0.026527712,0.127326003,0.736505424,4.612648768,9.669352645,10.9025655
106.5,0.107232425,0.134017409,0.054905502,0.009028727,0.053539022,0.05924484,0.03649042,0.025117231,0.128626167,0.708740307,4.516947971,9.533258097,10.76160744
107,0.109964189,0.13381705,0.057068445,0.010590303,0.049692643,0.055287779,0.035081192,0.024073028,0.130121072,0.682370476,4.424163184,9.400496463,10.62319955
107.5,0.111931318,0.132402758,0.058492829,0.01201056,0.046483067,0.051978316,0.033877154,0.023311853,0.132195367,0.655574982,4.329240872,9.263841048,10.47999317
108,0.11298381,0.129835877,0.059145406,0.013241059,0.043980081,0.049395221,0.032966655,0.022749355,0.13503782,0.627351459,4.22937652,9.119096021,10.32789313
108.5,0.113064062,0.126236183,0.059003807,0.014234323,0.042230849,0.047592219,0.032406085,0.022317569,0.138607002,0.597797829,4.125005737,8.966738991,10.16769896
109,0.112249619,0.121794282,0.058062983,0.014935343,0.041267733,0.04660583,0.032231827,0.021975002,0.142673363,0.567955879,4.019498401,8.811639788,10.00475631
109.5,0.110781238,0.116769514,0.056349596,0.0152824,0.041109964,0.046457355,0.032474519,0.021706298,0.146921044,0.539314662,3.917760943,8.661133729,9.84690295
110,0.109059282,0.111468,0.053936072,0.015218865,0.041759424,0.047148688,0.033170372,0.02151198,0.151075469,0.51319439,3.824333358,8.522258046,9.701581538
110.5,0.107599246,0.106201721,0.050946259,0.014712356,0.04319107,0.048653198,0.034365259,0.02139213,0.155011982,0.490241999,3.74168895,8.399166446,9.573164308
111,0.106955053,0.101237039,0.047547875,0.01377328,0.045338565,0.050902803,0.036109659,0.021330125,0.158804291,0.4701946,3.66928824,8.291590618,9.461363053
111.5,0.107629752,0.096746628,0.04393266,0.012464134,0.048078304,0.05377459,0.038444534,0.021282592,0.162693847,0.451959437,3.603677889,8.194827039,9.361237409
112,0.109992005,0.09277843,0.040291008,0.010894915,0.051220574,0.057083625,0.041381014,0.021179735,0.166992144,0.433972658,3.539587711,8.101257771,9.264794691
112.5,0.114206609,0.089250227,0.036790348,0.009205732,0.054517934,0.06058934,0.04487913,0.02093711,0.171949764,0.414725737,3.47167097,8.00290322,9.163653341
113,0.12018326,0.085973182,0.03356315,0.007542245,0.057693767,0.064018276,0.04883258,0.020476013,0.177634141,0.39329102,3.396293795,7.894095425,9.051828213
113.5,0.1275527,0.082702851,0.030705231,0.006031424,0.060483148,0.067098736,0.053066625,0.019745709,0.183855801,0.369651295,3.312729092,7.773330804,8.927660147
114,0.135687106,0.079209669,0.028282106,0.004764222,0.062672132,0.06959752,0.057354186,0.018739072,0.190175493,0.344695592,3.223313121,7.643627007,8.794169488
114.5,0.143781549,0.075351628,0.026340547,0.003789488,0.064123691,0.071348054,0.061449836,0.0174953,0.196005394,0.319877596,3.132516202,7.51127676,8.657768666
115,0.150992773,0.071126033,0.024921825,0.003120364,0.064784814,0.072262389,0.065134057,0.016088894,0.200782893,0.296686658,3.045288816,7.3834805,8.525800381
115.5,0.15660075,0.066680985,0.024072822,0.002750596,0.064675218,0.07232588,0.068253265,0.014609326,0.204157483,0.276152168,2.965306764,7.265695208,8.4037844
116,0.160139656,0.062281554,0.023851618,0.002675435,0.063862441,0.071578895,0.070740287,0.013138957,0.206113455,0.258558427,2.89373873,7.159664895,8.293371352
116.5,0.161456208,0.058244598,0.024326139,0.002910481,0.062432261,0.070093765,0.072607036,0.011736701,0.206971407,0.243439596,2.828963404,7.062832443,8.191748057
117,0.160687488,0.054869126,0.025566674,0.003501471,0.06046413,0.067955368,0.073913613,0.010432014,0.207264163,0.229823919,2.767327393,6.969378171,8.092750231
117.5,0.158182263,0.052387273,0.027633548,0.004519529,0.058017573,0.065249589,0.074727147,0.009228804,0.20753773,0.216633177,2.704668225,6.872519526,7.989314178
118,0.15440547,0.050947011,0.030561941,0.006041478,0.055131256,0.062058517,0.075086533,0.008115151,0.208156911,0.20310097,2.638022465,6.767196796,7.876310575
118.5,0.149859754,0.050621511,0.034347552,0.008122043,0.05183232,0.058459261,0.074984975,0.007074158,0.209188111,0.189052972,2.566827896,6.652087217,7.752616614
119,0.145039456,0.051430798,0.038937985,0.01076963,0.048150812,0.054524191,0.07437499,0.006092938,0.210400483,0.17493127,2.493140515,6.530106985,7.621573578
119.5,0.140411472,0.053360655,0.044232511,0.013936328,0.044133033,0.050322839,0.073192583,0.005168263,0.211383452,0.161556761,2.420777915,6.407225301,7.489661704
120,0.136406751,0.056368257,0.050088506,0.0175257,0.03984962,0.045925197,0.071390901,0.004307929,0.211735998,0.1497507,2.353763848,6.290036227,7.363895148
120.5,0.133404709,0.060370729,0.056329715,0.021412543,0.035397713,0.041405709,0.068970567,0.003527553,0.211252908,0.139992495,2.294732237,6.183137125,7.249034601
121,0.13170263,0.065220147,0.062751943,0.025463132,0.030898802,0.036847744,0.065995811,0.002844155,0.210029395,0.132243884,2.243912582,6.087364337,7.14575572
121.5,0.13147279,0.070675599,0.069124298,0.029546395,0.026493095,0.032348482,0.062590884,0.002269472,0.208439211,0.125975315,2.199067155,5.999565352,7.050490341
122,0.132718828,0.076387336,0.075187759,0.033533599,0.022329577,0.028021561,0.0589192,0.001806063,0.206998711,0.120359939,2.156367254,5.913976498,6.956958271
122.5,0.135245183,0.081907104,0.080656825,0.037291355,0.018551389,0.023993417,0.055154313,0.001447553,0.206179651,0.114564806,2.11186044,5.82458798,6.858737787
123,0.138654644,0.086731566,0.085231169,0.040675316,0.015279249,0.020391318,0.051454794,0.001182096,0.206248198,0.108040622,2.062941258,5.727537915,6.751798833
123.5,0.142386808,0.090374491,0.088621421,0.043530627,0.012597617,0.017326346,0.047951827,0.000996905,0.207188446,0.10069866,2.009259681,5.622577165,6.636030053
124,0.145801346,0.092451786,0.090586171,0.0457019,0.010548426,0.014878372,0.044750815,0.000882036,0.208730177,0.092897192,1.952721306,5.513071228,6.515196626
124.5,0.148293769,0.092754573,0.090971558,0.047051518,0.009135331,0.013089985,0.041941811,0.000832829,0.210465182,0.085250601,1.896638639,5.404634069,6.395459806
125,0.149412068,0.091285565,0.089741754,0.047481506,0.008337917,0.011971971,0.039611336,0.000851331,0.212007499,0.07836176,1.84442664,5.302999186,6.283115555
125.5,0.148936719,0.088246043,0.086991321,0.04695292,0.008130179,0.011516791,0.037848866,0.000947092,0.21313843,0.072600852,1.798369506,5.211995411,6.182427455
126,0.146898801,0.083979844,0.082935259,0.045497892,0.00849374,0.011711912,0.03674516,0.001136815,0.213883142,0.068003354,1.758891595,5.132334633,6.094321989
126.5,0.14353596,0.078896954,0.077879642,0.043220501,0.009417262,0.012544238,0.036383791,0.001441542,0.21449291,0.064291372,1.724529481,5.061592084,6.01633936
127,0.139207027,0.073402306,0.072179425,0.040284277,0.010880804,0.01399148,0.036829484,0.001880617,0.215345225,0.060985674,1.692547922,4.995269796,5.943734777
127.5,0.134296668,0.067846291,0.06619219,0.036887894,0.012833666,0.016004519,0.038115617,0.002463833,0.216800956,0.057569562,1.659940765,4.928475971,5.871252828
128,0.129139985,0.062500879,0.060237418,0.033236788,0.015179522,0.018491499,0.040231322,0.003185233,0.219067583,0.053660713,1.624451308,4.857568755,5.794872588
128.5,0.123986221,0.057557712,0.05456949,0.029520291,0.01777881,0.021314632,0.043110275,0.004021865,0.222110541,0.049135791,1.585259126,4.781209427,5.712950562
129,0.119004889,0.053141968,0.049368099,0.025898818,0.020468181,0.02430364,0.04662733,0.004938775,0.225637417,0.044156703,1.543121525,4.700534423,5.626460914
129.5,0.114322756,0.049333922,0.044744769,0.022499965,0.023087823,0.027280728,0.050609623,0.005899037,0.229162471,0.039085484,1.499955615,4.618484054,5.538350786
130,0.110070978,0.046190041,0.04076032,0.01942088,0.025504635,0.030086781,0.054862552,0.006875254,0.232135911,0.034329115,1.458038192,4.538553802,5.452248795
130.5,0.106420459,0.043756736,0.037445798,0.016734191,0.027623039,0.032598889,0.059202067,0.007857537,0.234099878,0.030188084,1.419115672,4.463387715,5.370959701
131,0.103590729,0.042073818,0.034819425,0.014494005,0.029382358,0.034733964,0.06348014,0.008854045,0.234819117,0.026769412,1.383734622,4.393687747,5.295252399
131.5,0.101828925,0.041168399,0.0328947,0.012738974,0.030745566,0.03643984,0.067592139,0.009883323,0.234336956,0.023981654,1.351024897,4.327813131,5.223389778
132,0.101366233,0.041041571,0.031678612,0.011492424,0.031686761,0.037680996,0.071463152,0.01096066,0.232933124,0.021593645,1.319015975,4.262261274,5.151615762
132.5,0.102363427,0.041650722,0.031162436,0.010762288,0.032183509,0.038427126,0.075019312,0.012082569,0.230996739,0.019329943,1.285392627,4.192903354,5.075475413
133,0.104858587,0.042891886,0.031309312,0.010542326,0.032216749,0.038649957,0.078157142,0.013214528,0.228861876,0.016977826,1.248437403,4.116577853,4.991532473
133.5,0.108730025,0.044589898,0.03204359,0.01081291,0.031777406,0.038329047,0.080726492,0.014287478,0.226668526,0.014472871,1.207810948,4.032463532,4.898861372
134,0.113687513,0.046506042,0.033247904,0.011539001,0.030875582,0.037462798,0.082539073,0.015207128,0.224304721,0.011922408,1.16484438,3.942702631,4.799741442
134.5,0.119301374,0.048369081,0.034774039,0.012666834,0.029546831,0.036078503,0.083405187,0.015875741,0.221457535,0.009546714,1.122194337,3.851964474,4.699211695
135,0.125070203,0.049925579,0.036469433,0.014125303,0.027851478,0.034235272,0.083187166,0.016219781,0.217760528,0.007567768,1.082968988,3.76601909,4.603547917
135.5,0.130511699,0.050994067,0.038212904,0.015837208,0.025866625,0.032017306,0.081848066,0.016212616,0.21298488,0.006112766,1.049645963,3.689772754,4.518116047
136,0.135247836,0.05150194,0.039945355,0.017738431,0.023673792,0.029519365,0.079474295,0.015882439,0.207197829,0.005182412,1.023160911,3.625430715,4.445335607
136.5,0.139056419,0.05149012,0.041681033,0.019795624,0.021346868,0.026830399,0.076261823,0.015302439,0.200819343,0.004676084,1.002468971,3.571451248,4.383504206
137,0.141876637,0.051084928,0.043494335,0.022012296,0.018945152,0.024023197,0.072472387,0.014568419,0.19454855,0.004430123,0.984718306,3.522704423,4.326953565
137.5,0.14377677,0.050451032,0.045489132,0.024420063,0.01651441,0.021154927,0.068378247,0.013773904,0.189188019,0.004247623,0.966005692,3.47184646,4.267560752
138,0.144905973,0.049744836,0.047763511,0.027060336,0.014094963,0.018276864,0.064215178,0.012991771,0.185434692,0.00393764,0.942510311,3.411501018,4.197167429
138.5,0.145450703,0.049083208,0.050380851,0.029965217,0.011732092,0.015446148,0.060156209,0.012266626,0.183708025,0.003378111,0.91165555,3.336523416,4.110099296
139,0.145604916,0.048532359,0.053352176,0.033143001,0.009482921,0.012732367,0.056307768,0.011617045,0.184058903,0.002574644,0.872897919,3.245599704,4.004952813
139.5,0.145551738,0.048113208,0.056629591,0.036568084,0.007415487,0.010215457,0.052723416,0.01104378,0.186170171,0.001665023,0.827868025,3.141681077,3.885098709
140,0.1454491,0.047814975,0.06010749,0.040172452,0.005598946,0.007975571,0.049427444,0.010539388,0.189437209,0.000850452,0.779858186,3.031209561,3.757833686
